order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
1308,2023-10-23,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,OFF-BI-10000320,20,20,3,5,60,3.0,57.0,-3.0
1309,2023-10-02,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10003971,20,20,2,3,40,1.2,38.8,-1.2000000000000028
1310,2023-12-19,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10001469,130,160,3,3,390,14.399999999999999,465.6,75.60000000000002
1311,2022-09-16,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10003846,140,160,2,2,280,6.4,313.6,33.60000000000002
1312,2023-07-12,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001404,0,0,1,2,0,0.0,0.0,0.0
1313,2023-09-30,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001474,100,120,4,5,400,24.0,456.0,56.0
1314,2023-03-02,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003199,150,160,2,2,300,6.4,313.6,13.600000000000023
1315,2023-04-21,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003072,30,40,6,4,180,9.600000000000001,230.4,50.400000000000006
1316,2023-07-22,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10004960,140,180,8,4,1120,57.6,1382.4,262.4000000000001
1317,2022-04-16,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,OFF-SU-10003505,510,580,5,4,2550,116.0,2784.0,234.0
1318,2023-12-23,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003116,10,10,1,2,10,0.2,9.8,-0.1999999999999993
1319,2022-10-17,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,TEC-PH-10004586,490,580,2,4,980,46.4,1113.6,133.5999999999999
1320,2023-11-13,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,OFF-BI-10000546,10,10,6,2,60,1.2000000000000002,58.8,-1.2000000000000028
1321,2022-08-13,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10002071,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
1322,2022-02-24,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,OFF-ST-10001490,240,290,2,2,480,11.6,568.4,88.39999999999998
1323,2023-08-11,Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,OFF-AP-10004859,70,70,5,2,350,7.0,343.0,-7.0
1324,2023-11-24,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,OFF-PA-10002659,10,10,4,3,40,1.2,38.8,-1.2000000000000028
1325,2023-11-03,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,OFF-ST-10001321,40,50,3,5,120,7.5,142.5,22.5
1326,2023-04-23,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004139,20,20,6,5,120,6.0,114.0,-6.0
1327,2023-09-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001867,40,50,6,4,240,12.0,288.0,48.0
1328,2022-02-16,First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,OFF-PA-10004156,10,10,1,4,10,0.4,9.6,-0.40000000000000036
1329,2022-11-05,Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10002818,80,90,4,5,320,18.0,342.0,22.0
1330,2023-04-13,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003691,40,40,3,5,120,6.0,114.0,-6.0
1331,2023-01-27,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,TEC-PH-10000347,0,0,1,3,0,0.0,0.0,0.0
1332,2023-07-19,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,OFF-ST-10004507,30,30,2,4,60,2.4,57.6,-2.3999999999999986
1333,2023-08-18,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10002012,0,0,3,5,0,0.0,0.0,0.0
1334,2023-03-29,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,OFF-AP-10001303,10,10,2,4,20,0.8,19.2,-0.8000000000000007
1335,2023-04-27,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003684,110,140,8,2,880,22.4,1097.6,217.5999999999999
1336,2023-10-03,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,OFF-ST-10002574,500,550,4,3,2000,66.0,2134.0,134.0
1337,2023-02-26,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10003724,30,30,3,3,90,2.7,87.3,-2.700000000000003
1338,2023-01-12,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004018,30,30,2,5,60,3.0,57.0,-3.0
1339,2022-10-24,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002549,630,680,3,4,1890,81.6,1958.4,68.40000000000009
1340,2023-07-09,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004911,70,80,8,5,560,32.0,608.0,48.0
1341,2023-06-30,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,TEC-MA-10002178,600,700,2,5,1200,70.0,1330.0,130.0
1342,2022-11-09,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10003694,20,20,5,5,100,5.0,95.0,-5.0
1343,2023-01-11,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10000474,30,30,6,5,180,9.0,171.0,-9.0
1344,2022-01-16,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,OFF-AR-10000411,40,50,3,3,120,4.5,145.5,25.5
1345,2022-11-23,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,OFF-LA-10000262,10,10,5,5,50,2.5,47.5,-2.5
1346,2023-11-21,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,OFF-AP-10001154,80,90,2,4,160,7.2,172.8,12.800000000000011
1347,2022-10-27,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,OFF-PA-10000466,50,50,7,3,350,10.5,339.5,-10.5
1348,2023-10-24,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,OFF-AR-10003829,20,20,6,4,120,4.800000000000001,115.2,-4.799999999999997
1349,2022-12-18,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10001758,40,50,10,4,400,20.0,480.0,80.0
1350,2023-06-05,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10000136,40,40,6,5,240,12.0,228.0,-12.0
1351,2023-12-13,Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,FUR-CH-10002880,230,260,3,5,690,39.0,741.0,51.0
1352,2023-10-31,First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,OFF-ST-10000649,30,30,2,4,60,2.4,57.6,-2.3999999999999986
1353,2023-08-10,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003092,160,180,5,2,800,18.0,882.0,82.0
1354,2022-12-15,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002250,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
1355,2022-04-03,Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,FUR-TA-10003473,270,300,1,2,270,6.0,294.0,24.0
1356,2023-05-18,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10001522,180,220,3,5,540,33.0,627.0,87.0
1357,2022-07-30,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10000563,230,280,11,3,2530,92.4,2987.6,457.5999999999999
1358,2022-04-19,First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,OFF-PA-10003641,70,80,3,2,210,4.800000000000001,235.2,25.19999999999999
1359,2023-07-20,First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,FUR-FU-10000010,0,0,1,4,0,0.0,0.0,0.0
1360,2022-08-12,Second Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002961,140,150,2,5,280,15.0,285.0,5.0
1361,2022-12-28,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10002956,110,120,7,2,770,16.8,823.2,53.200000000000045
1362,2023-02-20,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10004041,20,20,4,2,80,1.6,78.4,-1.5999999999999943
1363,2023-08-18,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001336,270,310,4,5,1080,62.0,1178.0,98.0
1364,2022-09-17,First Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10001036,40,40,14,3,560,16.8,543.2,-16.799999999999955
1365,2023-09-15,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,TEC-MA-10003183,90,100,2,5,180,10.0,190.0,10.0
1366,2023-01-20,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10001314,190,240,6,5,1140,72.0,1368.0,228.0
1367,2022-04-20,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10002563,180,200,2,4,360,16.0,384.0,24.0
1368,2023-05-07,First Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10003312,770,900,4,3,3080,108.0,3492.0,412.0
1369,2022-06-23,First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,FUR-FU-10001588,140,150,5,4,700,30.0,720.0,20.0
1370,2023-04-08,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10002613,560,590,7,3,3920,123.89999999999999,4006.1,86.09999999999991
1371,2023-12-20,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10003405,10,10,3,5,30,1.5,28.5,-1.5
1372,2023-07-25,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Technology,Accessories,TEC-AC-10004510,50,50,3,5,150,7.5,142.5,-7.5
1373,2023-10-30,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10002312,30,30,2,5,60,3.0,57.0,-3.0
1374,2022-12-02,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10000042,20,20,4,5,80,4.0,76.0,-4.0
1375,2023-07-25,Standard Class,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,FUR-TA-10003008,850,910,5,2,4250,91.0,4459.0,209.0
1376,2022-12-20,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,OFF-AP-10003590,960,1090,3,5,2880,163.5,3106.5,226.5
1377,2022-08-22,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,OFF-PA-10000806,400,450,8,5,3200,180.0,3420.0,220.0
1378,2023-06-30,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Art,OFF-AR-10000896,20,20,5,3,100,3.0,97.0,-3.0
1379,2022-10-26,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Technology,Phones,TEC-PH-10002310,360,400,5,2,1800,40.0,1960.0,160.0
1380,2023-09-27,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,OFF-ST-10002289,140,160,5,5,700,40.0,760.0,60.0
1381,2023-03-19,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,OFF-BI-10002852,10,10,1,5,10,0.5,9.5,-0.5
1382,2022-11-28,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10003394,70,80,3,5,210,12.0,228.0,18.0
1383,2022-06-11,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,OFF-ST-10002344,60,80,1,3,60,2.4,77.6,17.599999999999994
1384,2023-07-26,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10001289,310,350,9,2,2790,63.0,3087.0,297.0
1385,2023-11-30,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,10,10,5,5,50,2.5,47.5,-2.5
1386,2022-01-16,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Furnishings,FUR-FU-10004091,20,20,3,5,60,3.0,57.0,-3.0
1387,2023-01-20,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,FUR-BO-10004015,230,240,2,4,460,19.2,460.8,0.8000000000000114
1388,2022-07-24,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,OFF-EN-10003001,160,170,2,4,320,13.6,326.4,6.399999999999977
1389,2023-01-13,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10000215,90,100,3,5,270,15.0,285.0,15.0
1390,2023-01-26,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10003645,420,480,3,5,1260,72.0,1368.0,108.0
1391,2022-07-13,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10000357,110,120,3,5,330,18.0,342.0,12.0
1392,2022-11-20,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,OFF-ST-10004804,130,150,3,5,390,22.5,427.5,37.5
1393,2023-01-27,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10003892,280,340,7,4,1960,95.2,2284.8,324.8000000000002
1394,2022-05-05,First Class,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10003514,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
1395,2023-06-02,Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,FUR-TA-10002958,550,650,5,4,2750,130.0,3120.0,370.0
1396,2022-03-05,Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,FUR-TA-10001676,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
1397,2023-11-29,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000822,20,20,4,5,80,4.0,76.0,-4.0
1398,2023-08-05,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004971,10,10,2,3,20,0.6,19.4,-0.6000000000000014
1399,2022-10-10,First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002323,90,90,4,4,360,14.4,345.6,-14.399999999999977
1400,2022-03-29,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10004888,10,10,1,2,10,0.2,9.8,-0.1999999999999993
1401,2022-09-11,Standard Class,Home Office,United States,Salem,Virginia,24153,South,Technology,Phones,TEC-PH-10003988,20,20,2,2,40,0.8,39.2,-0.7999999999999972
1402,2023-03-28,Standard Class,Home Office,United States,Salem,Virginia,24153,South,Office Supplies,Envelopes,OFF-EN-10002230,200,250,3,3,600,22.5,727.5,127.5
1403,2022-11-12,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Tables,FUR-TA-10002622,200,210,2,5,400,21.0,399.0,-1.0
1404,2023-09-24,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10000418,350,420,5,5,1750,105.0,1995.0,245.0
1405,2022-07-05,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,OFF-SU-10004498,10,10,1,2,10,0.2,9.8,-0.1999999999999993
1406,2023-09-25,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10001039,130,150,3,4,390,18.0,432.0,42.0
1407,2023-09-15,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10004659,100,120,2,4,200,9.6,230.4,30.400000000000006
1408,2023-08-05,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10002240,70,80,2,4,140,6.4,153.6,13.599999999999994
1409,2023-04-09,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001967,30,40,2,2,60,1.6,78.4,18.400000000000006
1410,2023-01-28,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10002356,320,390,3,2,960,23.4,1146.6,186.5999999999999
1411,2022-06-27,Standard Class,Home Office,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,OFF-LA-10003923,20,20,2,2,40,0.8,39.2,-0.7999999999999972
1412,2023-08-25,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10002335,380,410,2,2,760,16.4,803.6,43.60000000000002
1413,2023-08-04,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10000723,140,170,4,5,560,34.0,646.0,86.0
1414,2023-10-10,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10002867,280,330,7,4,1960,92.39999999999999,2217.6,257.5999999999999
1415,2023-07-02,Second Class,Home Office,United States,Costa Mesa,California,92627,West,Technology,Accessories,TEC-AC-10000580,230,240,3,2,690,14.399999999999999,705.6,15.600000000000023
1416,2022-04-16,Second Class,Home Office,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10003976,30,40,3,4,90,4.800000000000001,115.2,25.200000000000003
1417,2022-10-05,First Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10002922,860,950,7,5,6020,332.5,6317.5,297.5
1418,2023-03-25,First Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10004353,120,150,3,3,360,13.5,436.5,76.5
1419,2023-09-05,First Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10001706,0,0,4,5,0,0.0,0.0,0.0
1420,2022-06-15,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10000501,70,90,4,3,280,10.8,349.2,69.19999999999999
1421,2023-06-14,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10000778,60,70,2,2,120,2.8,137.2,17.19999999999999
1422,2022-09-21,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Appliances,OFF-AP-10004980,50,60,2,2,100,2.4,117.6,17.599999999999994
1423,2023-08-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003984,70,80,9,2,630,14.4,705.6,75.60000000000002
1424,2022-12-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10000798,110,120,6,4,660,28.799999999999997,691.2,31.200000000000045
1425,2023-10-21,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Technology,Phones,TEC-PH-10001750,240,260,5,3,1200,39.0,1261.0,61.0
1426,2022-07-22,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10002743,330,360,4,4,1320,57.6,1382.4,62.40000000000009
1427,2023-05-22,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,OFF-BI-10002949,10,10,2,3,20,0.6,19.4,-0.6000000000000014
1428,2023-05-06,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,5,4,50,2.0,48.0,-2.0
1429,2022-10-01,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,OFF-BI-10003708,30,30,5,3,150,4.5,145.5,-4.5
1430,2023-02-10,Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Labels,OFF-LA-10003510,370,430,14,2,5180,120.39999999999999,5899.6,719.6000000000004
1431,2022-05-09,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10003092,190,220,8,5,1520,88.0,1672.0,152.0
1432,2022-08-13,Second Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Binders,OFF-BI-10001191,140,150,6,3,840,27.0,873.0,33.0
1433,2022-06-16,Second Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Supplies,OFF-SU-10004115,10,10,1,2,10,0.2,9.8,-0.1999999999999993
1434,2022-01-15,Second Class,Consumer,United States,Florence,Alabama,35630,South,Furniture,Chairs,FUR-CH-10000513,1550,1820,14,3,21700,764.4,24715.6,3015.5999999999985
1435,2022-12-13,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10003673,20,30,5,3,100,4.5,145.5,45.5
1436,2023-11-25,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,OFF-PA-10001639,30,30,6,5,180,9.0,171.0,-9.0
1437,2022-05-16,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Art,OFF-AR-10003829,10,10,2,3,20,0.6,19.4,-0.6000000000000014
1438,2022-03-08,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10004975,230,260,3,5,690,39.0,741.0,51.0
1439,2022-10-25,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,FUR-CH-10002024,2330,2450,5,5,11650,612.5,11637.5,-12.5
1440,2023-08-17,Second Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10004364,30,30,5,3,150,4.5,145.5,-4.5
1441,2022-02-04,Second Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10001712,40,40,4,4,160,6.4,153.6,-6.400000000000006
1442,2023-01-14,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001510,30,40,2,5,60,4.0,76.0,16.0
1443,2022-06-10,First Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10002713,10,10,2,5,20,1.0,19.0,-1.0
1444,2023-09-10,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10002974,130,140,4,4,520,22.4,537.6,17.600000000000023
1445,2023-10-19,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,TEC-PH-10004165,1580,1980,9,2,14220,356.40000000000003,17463.6,3243.5999999999985
1446,2023-11-09,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10004804,150,160,4,2,600,12.8,627.2,27.200000000000045
1447,2022-08-22,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,FUR-CH-10004289,410,470,7,2,2870,65.8,3224.2,354.1999999999998
1448,2023-04-05,First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002564,50,50,2,2,100,2.0,98.0,-2.0
1449,2022-12-28,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004876,0,0,3,4,0,0.0,0.0,0.0
1450,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10004348,80,90,3,4,240,10.8,259.2,19.19999999999999
1451,2023-06-28,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004352,0,0,1,2,0,0.0,0.0,0.0
1452,2022-01-16,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Paper,OFF-PA-10001685,60,70,7,5,420,24.5,465.5,45.5
1453,2023-12-23,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,OFF-BI-10000666,80,90,3,3,240,8.100000000000001,261.9,21.899999999999977
1454,2022-08-31,First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,OFF-BI-10004352,30,30,5,5,150,7.5,142.5,-7.5
1455,2022-11-11,First Class,Corporate,United States,Mobile,Alabama,36608,South,Technology,Machines,TEC-MA-10000010,2460,3040,8,3,19680,729.6,23590.4,3910.4000000000015
1456,2023-02-09,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10000977,80,90,3,4,240,10.8,259.2,19.19999999999999
1457,2022-05-23,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,FUR-TA-10002530,370,450,3,2,1110,27.0,1323.0,213.0
1458,2022-03-14,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,OFF-BI-10002412,40,50,9,5,360,22.5,427.5,67.5
1459,2022-01-16,Standard Class,Corporate,United States,Irving,Texas,75061,Central,Office Supplies,Labels,OFF-LA-10001569,20,20,4,2,80,1.6,78.4,-1.5999999999999943
1460,2023-06-19,Same Day,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,FUR-FU-10001473,30,30,2,2,60,1.2,58.8,-1.2000000000000028
1461,2023-08-13,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001765,50,60,2,2,100,2.4,117.6,17.599999999999994
1462,2023-12-01,Standard Class,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Tables,FUR-TA-10001095,220,240,2,2,440,9.6,470.4,30.399999999999977
1463,2023-04-19,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Technology,Accessories,TEC-AC-10004571,150,160,2,4,300,12.8,307.2,7.199999999999989
1464,2022-01-07,First Class,Corporate,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,FUR-CH-10002126,950,1020,6,3,5700,183.60000000000002,5936.4,236.39999999999964
1465,2022-01-30,First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10001754,0,0,2,4,0,0.0,0.0,0.0
1466,2023-05-30,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,FUR-FU-10001602,110,120,4,3,440,14.4,465.6,25.600000000000023
1467,2023-03-06,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,TEC-AC-10001767,80,100,3,5,240,15.0,285.0,45.0
1468,2022-09-15,Same Day,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10002402,230,260,4,4,920,41.6,998.4,78.39999999999998
1469,2023-04-05,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10000847,730,870,3,4,2190,104.39999999999999,2505.6,315.5999999999999
1470,2022-08-02,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10003982,30,40,2,2,60,1.6,78.4,18.400000000000006
