sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
Paper,OFF-PA-10001622,0,0,1,4,0,0.0,0.0,0.0
Art,OFF-AR-10003158,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Phones,TEC-PH-10002660,510,540,8,2,4080,86.4,4233.6,153.60000000000036
Storage,OFF-ST-10002205,130,160,7,3,910,33.6,1086.4,176.4000000000001
Binders,OFF-BI-10003364,60,70,3,2,180,4.199999999999999,205.8,25.80000000000001
Envelopes,OFF-EN-10001099,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Labels,OFF-LA-10003923,90,100,7,2,630,14.0,686.0,56.0
Paper,OFF-PA-10002250,50,50,8,3,400,12.0,388.0,-12.0
Binders,OFF-BI-10004716,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Labels,OFF-LA-10001045,10,10,5,5,50,2.5,47.5,-2.5
Binders,OFF-BI-10001510,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Phones,TEC-PH-10004536,260,320,3,2,780,19.200000000000003,940.8,160.79999999999995
Paper,OFF-PA-10002947,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10002583,50,60,2,2,100,2.4,117.6,17.599999999999994
Paper,OFF-PA-10000019,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Bookcases,FUR-BO-10003441,280,320,4,4,1120,51.2,1228.8,108.79999999999995
Phones,TEC-PH-10004774,70,90,7,4,490,25.2,604.8,114.79999999999995
Binders,OFF-BI-10003684,40,50,3,3,120,4.5,145.5,25.5
Phones,TEC-PH-10001494,1010,1200,4,3,4040,144.0,4656.0,616.0
Accessories,TEC-AC-10004666,1830,1930,7,4,12810,540.4,12969.6,159.60000000000036
Storage,OFF-ST-10003816,320,350,2,3,640,21.0,679.0,39.0
Furnishings,FUR-FU-10001935,20,20,6,5,120,6.0,114.0,-6.0
Furnishings,FUR-FU-10004091,40,50,1,5,40,2.5,47.5,7.5
Accessories,TEC-AC-10001772,130,140,9,4,1170,50.4,1209.6,39.59999999999991
Tables,FUR-TA-10001520,90,100,2,4,180,8.0,192.0,12.0
Chairs,FUR-CH-10003379,680,800,4,5,2720,160.0,3040.0,320.0
Binders,OFF-BI-10002706,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Envelopes,OFF-EN-10000056,130,150,3,4,390,18.0,432.0,42.0
Storage,OFF-ST-10001558,10,10,1,5,10,0.5,9.5,-0.5
Storage,OFF-ST-10002444,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Accessories,TEC-AC-10002473,80,90,3,5,240,13.5,256.5,16.5
Phones,TEC-PH-10004531,20,20,1,2,20,0.4,19.6,-0.3999999999999986
Appliances,OFF-AP-10004487,340,410,5,4,1700,82.0,1968.0,268.0
Binders,OFF-BI-10003650,720,840,2,3,1440,50.4,1629.6,189.5999999999999
Paper,OFF-PA-10003543,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Accessories,TEC-AC-10004353,210,250,5,3,1050,37.5,1212.5,162.5
Art,OFF-AR-10000658,40,50,4,3,160,6.0,194.0,34.0
Appliances,OFF-AP-10000696,20,30,2,5,40,3.0,57.0,17.0
Art,OFF-AR-10003560,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Art,OFF-AR-10001468,90,90,3,2,270,5.4,264.6,-5.399999999999977
Paper,OFF-PA-10004971,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Paper,OFF-PA-10002195,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Paper,OFF-PA-10001745,40,50,8,4,320,16.0,384.0,64.0
Binders,OFF-BI-10004826,20,30,6,3,120,5.4,174.6,54.599999999999994
Paper,OFF-PA-10001870,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Appliances,OFF-AP-10001058,410,450,2,3,820,27.0,873.0,53.0
Accessories,TEC-AC-10003911,140,160,1,3,140,4.8,155.2,15.199999999999989
Paper,OFF-PA-10000289,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Appliances,OFF-AP-10003040,120,130,4,3,480,15.6,504.4,24.399999999999977
Paper,OFF-PA-10000350,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Binders,OFF-BI-10001759,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Tables,FUR-TA-10000577,900,1110,4,5,3600,222.0,4218.0,618.0
Paper,OFF-PA-10004101,30,30,5,4,150,6.0,144.0,-6.0
Storage,OFF-ST-10001496,500,540,3,5,1500,81.0,1539.0,39.0
Binders,OFF-BI-10002931,150,170,5,4,750,34.0,816.0,66.0
Tables,FUR-TA-10002356,320,390,3,3,960,35.099999999999994,1134.9,174.9000000000001
Furnishings,FUR-FU-10003601,420,520,7,5,2940,182.0,3458.0,518.0
Furnishings,FUR-FU-10000576,810,1010,6,2,4860,121.19999999999999,5938.8,1078.8000000000002
Tables,FUR-TA-10004154,1950,2070,12,5,23400,1242.0,23598.0,198.0
Paper,OFF-PA-10000788,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Paper,OFF-PA-10002479,20,30,6,2,120,3.5999999999999996,176.4,56.400000000000006
Furnishings,FUR-FU-10001940,30,30,4,3,120,3.6,116.4,-3.5999999999999943
Art,OFF-AR-10001958,30,30,2,2,60,1.2,58.8,-1.2000000000000028
Bookcases,FUR-BO-10004709,70,80,2,5,140,8.0,152.0,12.0
Storage,OFF-ST-10000604,160,170,5,4,800,34.0,816.0,16.0
Phones,TEC-PH-10002923,30,30,1,4,30,1.2,28.8,-1.1999999999999993
Binders,OFF-BI-10004465,0,0,2,5,0,0.0,0.0,0.0
Paper,OFF-PA-10002333,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Furnishings,FUR-FU-10004188,190,200,2,4,380,16.0,384.0,4.0
Chairs,FUR-CH-10002965,260,320,2,2,520,12.8,627.2,107.20000000000005
Binders,OFF-BI-10000145,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Envelopes,OFF-EN-10001335,20,20,2,5,40,2.0,38.0,-2.0
Labels,OFF-LA-10001613,0,0,2,5,0,0.0,0.0,0.0
Labels,OFF-LA-10004055,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Art,OFF-AR-10004344,40,40,3,5,120,6.0,114.0,-6.0
Paper,OFF-PA-10004621,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10001281,180,190,4,4,720,30.4,729.6,9.600000000000023
Labels,OFF-LA-10001613,10,10,3,5,30,1.5,28.5,-1.5
Storage,OFF-ST-10001097,420,500,3,5,1260,75.0,1425.0,165.0
Furnishings,FUR-FU-10001095,110,130,6,4,660,31.200000000000003,748.8,88.79999999999995
Phones,TEC-PH-10004614,110,120,3,4,330,14.399999999999999,345.6,15.600000000000023
Binders,OFF-BI-10001575,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Labels,OFF-LA-10001074,20,30,3,5,60,4.5,85.5,25.5
Phones,TEC-PH-10003555,150,160,7,4,1050,44.800000000000004,1075.2,25.200000000000045
Binders,OFF-BI-10004492,70,80,3,5,210,12.0,228.0,18.0
Binders,OFF-BI-10002012,0,0,2,4,0,0.0,0.0,0.0
Machines,TEC-MA-10000822,2850,3060,2,3,5700,183.6,5936.4,236.39999999999964
Binders,OFF-BI-10000848,0,0,2,2,0,0.0,0.0,0.0
Paper,OFF-PA-10004156,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Chairs,FUR-CH-10003199,570,600,6,5,3420,180.0,3420.0,0.0
Art,OFF-AR-10000034,0,0,1,3,0,0.0,0.0,0.0
Phones,TEC-PH-10000560,460,560,2,5,920,56.0,1064.0,144.0
Chairs,FUR-CH-10000665,550,600,5,2,2750,60.0,2940.0,190.0
Labels,OFF-LA-10001569,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Envelopes,OFF-EN-10000461,20,30,4,5,80,6.0,114.0,34.0
Machines,TEC-MA-10003066,320,340,3,4,960,40.8,979.2,19.200000000000045
Binders,OFF-BI-10004022,0,0,2,3,0,0.0,0.0,0.0
Furnishings,FUR-FU-10004071,490,520,5,4,2450,104.0,2496.0,46.0
Art,OFF-AR-10001988,20,20,3,5,60,3.0,57.0,-3.0
Chairs,FUR-CH-10004086,1060,1170,5,5,5300,292.5,5557.5,257.5
Binders,OFF-BI-10001036,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Fasteners,OFF-FA-10002983,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10003625,120,150,5,2,600,15.0,735.0,135.0
Binders,OFF-BI-10003925,2200,2720,7,2,15400,380.8,18659.2,3259.2000000000007
Phones,TEC-PH-10001530,520,620,3,2,1560,37.2,1822.8,262.79999999999995
Envelopes,OFF-EN-10003862,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Storage,OFF-ST-10004258,30,40,3,3,90,3.5999999999999996,116.4,26.400000000000006
Furnishings,FUR-FU-10002885,20,20,5,2,100,2.0,98.0,-2.0
Furnishings,FUR-FU-10001918,30,30,7,3,210,6.3,203.7,-6.300000000000011
Art,OFF-AR-10002956,40,40,2,5,80,4.0,76.0,-4.0
Accessories,TEC-AC-10003033,2010,2310,7,4,14070,646.8000000000001,15523.2,1453.2000000000007
Tables,FUR-TA-10002903,960,1090,7,4,6720,305.2,7324.8,604.8000000000002
Paper,OFF-PA-10004621,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10000046,450,480,3,2,1350,28.799999999999997,1411.2,61.200000000000045
Paper,OFF-PA-10001790,110,120,3,4,330,14.399999999999999,345.6,15.600000000000023
Envelopes,OFF-EN-10002600,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Binders,OFF-BI-10002049,0,0,3,4,0,0.0,0.0,0.0
Paper,OFF-PA-10001509,40,40,5,3,200,6.0,194.0,-6.0
Phones,TEC-PH-10003931,80,100,2,2,160,4.0,196.0,36.0
Furnishings,FUR-FU-10001602,140,150,4,5,560,30.0,570.0,10.0
Furnishings,FUR-FU-10004848,140,160,3,3,420,14.399999999999999,465.6,45.60000000000002
Storage,OFF-ST-10003722,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Tables,FUR-TA-10003748,1410,1620,13,3,18330,631.8000000000001,20428.2,2098.2000000000007
Accessories,TEC-AC-10003198,90,100,1,2,90,2.0,98.0,8.0
Paper,OFF-PA-10004100,30,30,5,5,150,7.5,142.5,-7.5
Furnishings,FUR-FU-10002191,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Furnishings,FUR-FU-10000965,130,160,3,2,390,9.600000000000001,470.4,80.39999999999998
Phones,TEC-PH-10004188,110,120,5,2,550,12.0,588.0,38.0
Storage,OFF-ST-10001526,490,600,5,5,2450,150.0,2850.0,400.0
Art,OFF-AR-10001166,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Chairs,FUR-CH-10000309,1080,1270,3,3,3240,114.30000000000001,3695.7,455.6999999999998
Machines,TEC-MA-10004212,1240,1380,8,2,9920,220.8,10819.2,899.2000000000007
Envelopes,OFF-EN-10003072,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Binders,OFF-BI-10000320,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10001166,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Paper,OFF-PA-10003656,50,60,3,5,150,9.0,171.0,21.0
Phones,TEC-PH-10000148,20,20,2,2,40,0.8,39.2,-0.7999999999999972
Paper,OFF-PA-10000474,160,180,5,5,800,45.0,855.0,55.0
Phones,TEC-PH-10003885,160,200,3,2,480,12.0,588.0,108.0
Chairs,FUR-CH-10003379,790,850,3,4,2370,102.0,2448.0,78.0
Furnishings,FUR-FU-10000629,110,120,9,2,990,21.599999999999998,1058.4,68.40000000000009
Labels,OFF-LA-10001175,10,10,5,2,50,1.0,49.0,-1.0
Paper,OFF-PA-10000955,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Binders,OFF-BI-10003460,0,0,2,4,0,0.0,0.0,0.0
Binders,OFF-BI-10000474,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Furnishings,FUR-FU-10003975,80,90,2,3,160,5.4,174.6,14.599999999999994
Binders,OFF-BI-10003707,30,40,3,4,90,4.800000000000001,115.2,25.200000000000003
Art,OFF-AR-10000203,20,20,7,5,140,7.0,133.0,-7.0
Art,OFF-AR-10004790,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
Tables,FUR-TA-10001095,620,700,4,3,2480,84.0,2716.0,236.0
Accessories,TEC-AC-10004761,20,30,2,2,40,1.2,58.8,18.799999999999997
Bookcases,FUR-BO-10001811,680,720,3,4,2040,86.4,2073.6,33.59999999999991
Art,OFF-AR-10001130,10,10,5,3,50,1.5,48.5,-1.5
Appliances,OFF-AP-10000055,50,60,9,5,450,27.0,513.0,63.0
Chairs,FUR-CH-10002304,230,250,14,4,3220,140.0,3360.0,140.0
Phones,TEC-PH-10001530,1120,1360,5,5,5600,340.0,6460.0,860.0
Furnishings,FUR-FU-10004006,90,100,3,3,270,9.0,291.0,21.0
Phones,TEC-PH-10000486,930,1110,12,3,11160,399.59999999999997,12920.4,1760.3999999999996
Accessories,TEC-AC-10001606,90,100,1,2,90,2.0,98.0,8.0
Furnishings,FUR-FU-10000293,140,170,2,3,280,10.2,329.8,49.80000000000001
Paper,OFF-PA-10001307,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Furnishings,FUR-FU-10004460,250,280,9,5,2250,126.0,2394.0,144.0
Art,OFF-AR-10000716,10,10,2,5,20,1.0,19.0,-1.0
Furnishings,FUR-FU-10004622,100,110,2,4,200,8.8,211.2,11.199999999999989
Binders,OFF-BI-10002735,80,80,3,3,240,7.199999999999999,232.8,-7.199999999999989
Binders,OFF-BI-10003529,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Binders,OFF-BI-10001097,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Binders,OFF-BI-10001597,60,70,2,2,120,2.8,137.2,17.19999999999999
Fasteners,OFF-FA-10001754,0,0,3,3,0,0.0,0.0,0.0
Chairs,FUR-CH-10003396,100,110,2,2,200,4.4,215.6,15.599999999999994
Appliances,OFF-AP-10002350,50,50,3,5,150,7.5,142.5,-7.5
Fasteners,OFF-FA-10004838,10,10,7,4,70,2.8000000000000003,67.2,-2.799999999999997
Art,OFF-AR-10004757,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Phones,TEC-PH-10002115,110,120,3,3,330,10.8,349.2,19.19999999999999
Fasteners,OFF-FA-10003059,0,0,1,4,0,0.0,0.0,0.0
Binders,OFF-BI-10004330,50,60,5,4,250,12.0,288.0,38.0
Chairs,FUR-CH-10001146,170,190,4,2,680,15.2,744.8,64.79999999999995
Supplies,OFF-SU-10001935,0,0,1,2,0,0.0,0.0,0.0
Binders,OFF-BI-10001524,30,30,4,5,120,6.0,114.0,-6.0
Art,OFF-AR-10003732,20,20,7,3,140,4.2,135.8,-4.199999999999989
Paper,OFF-PA-10001970,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Binders,OFF-BI-10003669,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Binders,OFF-BI-10003727,10,10,5,3,50,1.5,48.5,-1.5
Binders,OFF-BI-10004967,0,0,7,3,0,0.0,0.0,0.0
Accessories,TEC-AC-10003447,30,30,2,4,60,2.4,57.6,-2.3999999999999986
Art,OFF-AR-10000255,30,40,7,4,210,11.200000000000001,268.8,58.80000000000001
Appliances,OFF-AP-10002191,100,120,2,5,200,12.0,228.0,28.0
Storage,OFF-ST-10001325,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Binders,OFF-BI-10000404,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Paper,OFF-PA-10000349,20,20,4,5,80,4.0,76.0,-4.0
Chairs,FUR-CH-10002880,1000,1110,9,3,9000,299.7,9690.3,690.2999999999993
Tables,FUR-TA-10001095,760,840,8,4,6080,268.8,6451.2,371.1999999999998
Paper,OFF-PA-10003127,30,30,1,4,30,1.2,28.8,-1.1999999999999993
Storage,OFF-ST-10003208,320,360,2,3,640,21.6,698.4,58.39999999999998
Machines,TEC-MA-10003979,4360,4900,7,5,30520,1715.0,32585.0,2065.0
Paper,OFF-PA-10000029,10,10,1,5,10,0.5,9.5,-0.5
Phones,TEC-PH-10004896,60,70,3,2,180,4.199999999999999,205.8,25.80000000000001
Labels,OFF-LA-10000452,0,0,1,2,0,0.0,0.0,0.0
Furnishings,FUR-FU-10001967,30,30,2,3,60,1.8,58.2,-1.7999999999999972
Phones,TEC-PH-10001819,60,70,2,2,120,2.8,137.2,17.19999999999999
Art,OFF-AR-10002952,100,120,9,5,900,54.0,1026.0,126.0
Phones,TEC-PH-10000576,180,220,2,3,360,13.2,426.8,66.80000000000001
Paper,OFF-PA-10000605,20,30,5,4,100,6.0,144.0,44.0
Appliances,OFF-AP-10002518,320,360,2,5,640,36.0,684.0,44.0
Storage,OFF-ST-10004340,320,350,7,2,2240,49.0,2401.0,161.0
Binders,OFF-BI-10004001,40,40,7,3,280,8.4,271.6,-8.399999999999977
Tables,FUR-TA-10004147,360,450,5,5,1800,112.5,2137.5,337.5
Art,OFF-AR-10001545,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Furnishings,FUR-FU-10000206,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Accessories,TEC-AC-10001013,30,30,1,3,30,0.9,29.1,-0.8999999999999986
Art,OFF-AR-10002255,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Binders,OFF-BI-10004140,0,0,3,5,0,0.0,0.0,0.0
Binders,OFF-BI-10002049,0,0,3,4,0,0.0,0.0,0.0
Paper,OFF-PA-10001892,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10000642,80,100,6,2,480,12.0,588.0,108.0
Furnishings,FUR-FU-10000206,0,0,2,4,0,0.0,0.0,0.0
Binders,OFF-BI-10003676,10,10,5,2,50,1.0,49.0,-1.0
Fasteners,OFF-FA-10003495,60,60,12,4,720,28.799999999999997,691.2,-28.799999999999955
Envelopes,OFF-EN-10003798,30,40,3,2,90,2.4000000000000004,117.6,27.599999999999994
Phones,TEC-PH-10003589,60,70,5,2,300,7.0,343.0,43.0
Paper,OFF-PA-10004735,10,10,2,5,20,1.0,19.0,-1.0
Binders,OFF-BI-10002609,0,0,2,5,0,0.0,0.0,0.0
Binders,OFF-BI-10003364,40,50,2,3,80,3.0,97.0,17.0
Bookcases,FUR-BO-10002206,100,120,1,2,100,2.4,117.6,17.599999999999994
Accessories,TEC-AC-10003610,110,120,2,5,220,12.0,228.0,8.0
Labels,OFF-LA-10003766,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Paper,OFF-PA-10001970,230,280,5,5,1150,70.0,1330.0,180.0
Accessories,TEC-AC-10002049,530,620,5,3,2650,93.0,3007.0,357.0
Paper,OFF-PA-10000141,0,0,2,4,0,0.0,0.0,0.0
Envelopes,OFF-EN-10004459,20,20,2,5,40,2.0,38.0,-2.0
Phones,TEC-PH-10001061,600,700,7,4,4200,196.0,4704.0,504.0
Art,OFF-AR-10002375,20,20,7,3,140,4.2,135.8,-4.199999999999989
Furnishings,FUR-FU-10003194,30,40,4,2,120,3.2,156.8,36.80000000000001
Art,OFF-AR-10003811,10,10,3,5,30,1.5,28.5,-1.5
Envelopes,OFF-EN-10001539,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Chairs,FUR-CH-10002331,900,1070,3,5,2700,160.5,3049.5,349.5
Art,OFF-AR-10003156,10,10,1,5,10,0.5,9.5,-0.5
Envelopes,OFF-EN-10001532,80,100,6,3,480,18.0,582.0,102.0
Tables,FUR-TA-10004086,320,340,4,5,1280,68.0,1292.0,12.0
Paper,OFF-PA-10000100,40,40,1,3,40,1.2,38.8,-1.2000000000000028
Envelopes,OFF-EN-10002500,60,60,5,5,300,15.0,285.0,-15.0
Paper,OFF-PA-10004100,20,20,3,5,60,3.0,57.0,-3.0
Storage,OFF-ST-10003479,110,120,4,2,440,9.6,470.4,30.399999999999977
Labels,OFF-LA-10000973,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Storage,OFF-ST-10001476,70,90,3,4,210,10.8,259.2,49.19999999999999
Envelopes,OFF-EN-10002831,240,290,8,2,1920,46.4,2273.6,353.5999999999999
Appliances,OFF-AP-10002350,40,40,2,2,80,1.6,78.4,-1.5999999999999943
Paper,OFF-PA-10001763,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Art,OFF-AR-10003394,20,20,7,2,140,2.8000000000000003,137.2,-2.8000000000000114
Binders,OFF-BI-10002072,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Furnishings,FUR-FU-10004188,160,200,2,3,320,12.0,388.0,68.0
Fasteners,OFF-FA-10001561,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Paper,OFF-PA-10002105,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Machines,TEC-MA-10004241,640,690,2,3,1280,41.4,1338.6,58.59999999999991
Storage,OFF-ST-10004340,50,60,1,2,50,1.2,58.8,8.799999999999997
Appliances,OFF-AP-10003849,590,640,2,4,1180,51.2,1228.8,48.799999999999955
Fasteners,OFF-FA-10000735,10,10,2,5,20,1.0,19.0,-1.0
Binders,OFF-BI-10003350,10,10,2,5,20,1.0,19.0,-1.0
Phones,TEC-PH-10000307,10,10,1,5,10,0.5,9.5,-0.5
Copiers,TEC-CO-10004202,560,600,2,5,1120,60.0,1140.0,20.0
Furnishings,FUR-FU-10001852,10,10,6,5,60,3.0,57.0,-3.0
Art,OFF-AR-10003759,0,0,2,2,0,0.0,0.0,0.0
Binders,OFF-BI-10003984,140,160,7,5,980,56.0,1064.0,84.0
Storage,OFF-ST-10004337,110,120,2,4,220,9.6,230.4,10.400000000000006
Tables,FUR-TA-10001932,2060,2240,7,4,14420,627.1999999999999,15052.8,632.7999999999993
Binders,OFF-BI-10003982,50,60,3,5,150,9.0,171.0,21.0
Tables,FUR-TA-10000617,430,460,2,4,860,36.8,883.2,23.200000000000045
Chairs,FUR-CH-10002126,180,200,1,4,180,8.0,192.0,12.0
Appliances,OFF-AP-10000576,290,360,3,4,870,43.2,1036.8,166.79999999999995
Binders,OFF-BI-10004654,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Art,OFF-AR-10004042,40,50,3,2,120,3.0,147.0,27.0
Phones,TEC-PH-10004700,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Binders,OFF-BI-10004593,110,130,3,4,330,15.600000000000001,374.4,44.39999999999998
Binders,OFF-BI-10003429,30,30,5,2,150,3.0,147.0,-3.0
Binders,OFF-BI-10001294,40,50,4,5,160,10.0,190.0,30.0
Accessories,TEC-AC-10001552,380,450,9,2,3420,81.0,3969.0,549.0
Furnishings,FUR-FU-10004952,90,110,2,2,180,4.4,215.6,35.599999999999994
Storage,OFF-ST-10004123,230,270,3,5,690,40.5,769.5,79.5
Paper,OFF-PA-10003172,20,20,3,5,60,3.0,57.0,-3.0
Storage,OFF-ST-10002352,30,30,4,2,120,2.4,117.6,-2.4000000000000057
Paper,OFF-PA-10002259,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Binders,OFF-BI-10002976,20,20,5,4,100,4.0,96.0,-4.0
Binders,OFF-BI-10000301,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Binders,OFF-BI-10003694,40,50,6,3,240,9.0,291.0,51.0
Supplies,OFF-SU-10000381,30,30,3,4,90,3.5999999999999996,86.4,-3.5999999999999943
Labels,OFF-LA-10004425,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Chairs,FUR-CH-10001270,160,170,2,2,320,6.8,333.2,13.199999999999989
Phones,TEC-PH-10003931,150,180,3,4,450,21.6,518.4,68.39999999999998
Accessories,TEC-AC-10003174,240,260,3,4,720,31.200000000000003,748.8,28.799999999999955
Phones,TEC-PH-10004539,1240,1320,7,4,8680,369.59999999999997,8870.4,190.39999999999964
Art,OFF-AR-10001919,0,0,2,4,0,0.0,0.0,0.0
Envelopes,OFF-EN-10002504,20,20,1,3,20,0.6,19.4,-0.6000000000000014
Phones,TEC-PH-10003655,10,10,5,3,50,1.5,48.5,-1.5
Binders,OFF-BI-10004656,10,10,7,5,70,3.5,66.5,-3.5
Storage,OFF-ST-10002344,390,490,6,2,2340,58.800000000000004,2881.2,541.1999999999998
Paper,OFF-PA-10001800,20,30,4,4,80,4.8,115.2,35.2
Storage,OFF-ST-10000036,180,200,2,3,360,12.0,388.0,28.0
Appliances,OFF-AP-10004532,70,80,4,5,280,16.0,304.0,24.0
Phones,TEC-PH-10004447,800,890,8,4,6400,284.8,6835.2,435.1999999999998
Chairs,FUR-CH-10003973,750,890,3,5,2250,133.5,2536.5,286.5
Paper,OFF-PA-10001970,200,220,4,2,800,17.6,862.4,62.39999999999998
Paper,OFF-PA-10000682,20,20,4,5,80,4.0,76.0,-4.0
Paper,OFF-PA-10001937,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Furnishings,FUR-FU-10002268,20,20,4,2,80,1.6,78.4,-1.5999999999999943
Storage,OFF-ST-10001321,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Furnishings,FUR-FU-10003394,50,60,1,4,50,2.4,57.6,7.600000000000001
Accessories,TEC-AC-10001990,380,430,9,4,3420,154.79999999999998,3715.2,295.1999999999998
Chairs,FUR-CH-10004540,90,100,4,3,360,12.0,388.0,28.0
Binders,OFF-BI-10004995,920,1090,4,3,3680,130.8,4229.2,549.1999999999998
Chairs,FUR-CH-10002335,480,540,3,3,1440,48.599999999999994,1571.4,131.4000000000001
Binders,OFF-BI-10004967,0,0,3,2,0,0.0,0.0,0.0
Chairs,FUR-CH-10002331,770,850,3,3,2310,76.5,2473.5,163.5
Storage,OFF-ST-10002292,550,590,2,4,1100,47.2,1132.8,32.799999999999955
Storage,OFF-ST-10000689,290,340,3,3,870,30.599999999999998,989.4,119.39999999999998
Phones,TEC-PH-10002660,250,270,5,4,1250,54.0,1296.0,46.0
Storage,OFF-ST-10004634,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Binders,OFF-BI-10002160,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Fasteners,OFF-FA-10002988,10,10,7,3,70,2.1,67.9,-2.0999999999999943
Art,OFF-AR-10004999,30,40,7,4,210,11.200000000000001,268.8,58.80000000000001
Binders,OFF-BI-10001031,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Bookcases,FUR-BO-10004695,490,580,4,3,1960,69.6,2250.4,290.4000000000001
Chairs,FUR-CH-10004860,130,140,2,4,260,11.2,268.8,8.800000000000011
Binders,OFF-BI-10002432,0,0,2,5,0,0.0,0.0,0.0
Binders,OFF-BI-10000069,0,0,1,5,0,0.0,0.0,0.0
Art,OFF-AR-10003602,0,0,1,5,0,0.0,0.0,0.0
Accessories,TEC-AC-10004469,100,100,3,3,300,9.0,291.0,-9.0
Furnishings,FUR-FU-10001867,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Accessories,TEC-AC-10003174,250,260,3,5,750,39.0,741.0,-9.0
Phones,TEC-PH-10002200,1760,1930,7,2,12320,270.2,13239.8,919.7999999999993
Storage,OFF-ST-10000107,220,250,9,3,1980,67.5,2182.5,202.5
Phones,TEC-PH-10000439,250,260,8,2,2000,41.6,2038.4,38.40000000000009
Furnishings,FUR-FU-10001602,100,110,3,3,300,9.899999999999999,320.1,20.100000000000023
Accessories,TEC-AC-10001432,60,80,1,2,60,1.6,78.4,18.400000000000006
Binders,OFF-BI-10004656,0,0,1,3,0,0.0,0.0,0.0
Paper,OFF-PA-10001685,30,40,4,5,120,8.0,152.0,32.0
